nikitalyan, 570, 0.8099656505239308
nikitalyan, 504230, 0.5770931158265131
nikitalyan, 435150, 0.20281902999390383
nikitalyan, 286160, 0.18295472931646642
nikitalyan, 381210, 0.1683776615962854
nikitalyan, 730, 0.15066032367881912
nikitalyan, 1086940, 0.14457829420869983
nikitalyan, 311690, 0.13827464917310534
nikitalyan, 310060, 0.13498908702776963
nikitalyan, 262060, 0.11996037113308475
nikitalyan, 239820, 0.1196437131998367
nikitalyan, 250900, 0.11239562684886627
nikitalyan, 1158310, 0.10756654431909873
nikitalyan, 391540, 0.10662192410118543
nikitalyan, 763890, 0.1035534555619777
nikitalyan, 1145360, 0.10089383032411296
nikitalyan, 646570, 0.10058000738559024
nikitalyan, 560130, 0.09963260786674598
nikitalyan, 705210, 0.09841947736877966
nikitalyan, 367520, 0.09680009280272442
Dislis, 570, 0.9389363752867834
Dislis, 730, 0.5
Dislis, 381210, 0.4254133887522946
Dislis, 105600, 0.3352876178362277
Dislis, 304050, 0.311925766375448
Dislis, 374320, 0.2920400472379338
Dislis, 1281930, 0.2540070633239816
Dislis, 236110, 0.24701535507906897
Dislis, 4000, 0.2156482005749402
Dislis, 632360, 0.20493971298748767
Dislis, 217490, 0.2019528621631492
Dislis, 218620, 0.1952942245524727
Dislis, 431960, 0.1911316628756664
Dislis, 504370, 0.18495375767815048
Dislis, 1085660, 0.1791617759184225
Dislis, 239140, 0.16910333934197924
Dislis, 1172620, 0.16230837671143342
Dislis, 544920, 0.15053996796851743
Dislis, 1604030, 0.1470567208717786
Dislis, 1245620, 0.14620350434929688
0291387409128374, 381210, 0.8019656073626069
0291387409128374, 570, 0.5532309487676805
0291387409128374, 730, 0.42185983087307205
0291387409128374, 105600, 0.30655354598631535
0291387409128374, 359550, 0.23625330305638975
0291387409128374, 594650, 0.21173227706484107
0291387409128374, 108710, 0.20872879707922695
0291387409128374, 72850, 0.20665270808196595
0291387409128374, 4000, 0.18228557229767822
0291387409128374, 1281930, 0.15126817157096287
0291387409128374, 632360, 0.14324739508133344
0291387409128374, 202750, 0.14140151998549316
0291387409128374, 629520, 0.13429673010689347
0291387409128374, 1229490, 0.12539426621202163
0291387409128374, 251570, 0.11183550322565126
0291387409128374, 945360, 0.10764835214577757
0291387409128374, 41700, 0.1039153103680659
0291387409128374, 1284410, 0.09412677972043841
0291387409128374, 206420, 0.09320695198808233
0291387409128374, 1172620, 0.0929755731818894
traxatelpodyshek, 251570, nan
traxatelpodyshek, 1172470, nan
traxatelpodyshek, 346110, nan
traxatelpodyshek, 407530, nan
traxatelpodyshek, 602960, nan
traxatelpodyshek, 504370, nan
traxatelpodyshek, 475550, nan
traxatelpodyshek, 420290, nan
traxatelpodyshek, 1049800, nan
traxatelpodyshek, 706990, nan
traxatelpodyshek, 291550, nan
traxatelpodyshek, 235584, nan
traxatelpodyshek, 235585, nan
traxatelpodyshek, 597170, nan
traxatelpodyshek, 730, nan
traxatelpodyshek, 893520, nan
traxatelpodyshek, 203770, nan
traxatelpodyshek, 1158310, nan
traxatelpodyshek, 223710, nan
traxatelpodyshek, 251170, nan
hiron09, 435150, 0.6466670953797375
hiron09, 440, 0.5
hiron09, 1196590, 0.349866265442975
hiron09, 1174180, 0.3014551213267086
hiron09, 1815330, 0.2716204396712229
hiron09, 1272080, 0.2526451891570776
hiron09, 41700, 0.21275155274831564
hiron09, 4000, 0.21012643398587275
hiron09, 714070, 0.2034951697588311
hiron09, 1669000, 0.1982036380787237
hiron09, 218620, 0.18225739035059055
hiron09, 359550, 0.16421729955802022
hiron09, 629520, 0.1617627059640026
hiron09, 730, 0.16099022152761705
hiron09, 438740, 0.15359942196897847
hiron09, 1091500, 0.14614842962306368
hiron09, 381210, 0.12777975810599596
hiron09, 271590, 0.12484189969247322
hiron09, 268500, 0.10387688624464687
hiron09, 72850, 0.10136256576347281
